county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,FIPs,climate_zone,matched_station_fip,distance
Lubbock,Lubbock,Lubbock County,48303,TX,Texas,33.6102,-101.8205,308580,G4803030,3B,G4803030,2.765381437
St. Louis,St. Louis,St. Louis City,29510,MO,Missouri,38.6359,-90.2451,302787,G2905100,4A,G1701630,8.12274432
Gloucester,Gloucester,Gloucester County,34015,NJ,New Jersey,39.7173,-75.1414,300821,G3400150,4A,G4201010,13.72293063
Cumberland,Cumberland,Cumberland County,23005,ME,Maine,43.8465,-70.399,300776,G2300050,6A,G2300050,14.73614283
Greene,Greene,Greene County,29077,MO,Missouri,37.258,-93.342,296875,G2900770,4A,G2900770,4.412170119
Dutchess,Dutchess,Dutchess County,36027,NY,New York,41.7652,-73.7429,296012,G3600270,5A,G3600710,30.76600163
Chatham,Chatham,Chatham County,13051,GA,Georgia,32.0043,-81.1329,294815,G1300510,2A,G1301790,31.14762033
Clayton,Clayton,Clayton County,13063,GA,Georgia,33.5419,-84.3577,294335,G1300630,3A,G1300630,8.433914163
Ottawa,Ottawa,Ottawa County,26139,MI,Michigan,42.9598,-85.9961,293713,G2601390,5A,G2600050,16.35209311
Anchorage,Anchorage,Anchorage Municipality,2020,AK,Alaska,61.1508,-149.1091,292545,G0200200,7,G0200200,31.81008947
Cleveland,Cleveland,Cleveland County,40027,OK,Oklahoma,35.2031,-97.3265,292110,G4000270,3A,G4001090,15.28611923
Lexington,Lexington,Lexington County,45063,SC,South Carolina,33.9023,-81.2722,291723,G4500630,3A,G4500630,11.01342429
Leon,Leon,Leon County,12073,FL,Florida,30.458,-84.2779,290965,G1200730,2A,G1300870,42.92710678
Thurston,Thurston,Thurston County,53067,WA,Washington,46.9258,-122.8332,290642,G5300670,4C,G5300670,5.416561138
Ingham,Ingham,Ingham County,26065,MI,Michigan,42.5971,-84.3735,285660,G2600650,5A,G2600650,3.658857303
Winnebago,Winnebago,Winnebago County,17201,IL,Illinois,42.3363,-89.1609,285471,G1702010,5A,G1702010,10.32576828
Dauphin,Dauphin,Dauphin County,42043,PA,Pennsylvania,40.4154,-76.7795,284199,G4200430,5A,G4201330,14.56344331
San Luis Obispo,San Luis Obispo,San Luis Obispo County,6079,CA,California,35.3871,-120.4044,282771,G0600790,3C,G0600790,19.06873417
Merced,Merced,Merced County,6047,CA,California,37.1919,-120.7177,279150,G0600470,3B,G0600470,15.49122749
Benton,Benton,Benton County,5007,AR,Arkansas,36.3387,-94.2561,278774,G0500070,4A,G0500070,2.615314361
York,York,York County,45091,SC,South Carolina,34.9748,-81.1845,276569,G4500910,3A,G4500910,8.790272905
Alachua,Alachua,Alachua County,12001,FL,Florida,29.6747,-82.3577,276171,G1200010,2A,G1200010,6.024775196
Atlantic,Atlantic,Atlantic County,34001,NJ,New Jersey,39.4777,-74.661,273865,G3400010,4A,G3400010,6.800051938
Kitsap,Kitsap,Kitsap County,53035,WA,Washington,47.613,-122.6716,273072,G5300350,4C,G5300350,11.15315664
Santa Cruz,Santa Cruz,Santa Cruz County,6087,CA,California,37.0562,-122.0018,272138,G0600870,3C,G0600870,17.36799843
St. Joseph,St. Joseph,St. Joseph County,18141,IN,Indiana,41.6167,-86.2899,272049,G1801410,5A,G1801410,6.05185996
Erie,Erie,Erie County,42049,PA,Pennsylvania,41.9925,-80.0327,271903,G4200490,5A,G4200490,12.166285
New London,New London,New London County,9011,CT,Connecticut,41.4867,-72.1014,269131,G0900110,5A,G0900110,9.570341255
Frederick,Frederick,Frederick County,24021,MD,Maryland,39.4722,-77.398,267498,G2400210,4A,G2400210,3.9564961
Brown,Brown,Brown County,55009,WI,Wisconsin,44.4525,-88.0037,267364,G5500090,6A,G5500090,8.138329842
Buncombe,Buncombe,Buncombe County,37021,NC,North Carolina,35.6112,-82.5301,266981,G3700210,4A,G3700890,12.37956287
Webb,Webb,Webb County,48479,TX,Texas,27.7611,-99.3315,266963,G4804790,2B,G4804790,17.55607824
Madison,Madison,Madison County,17119,IL,Illinois,38.8297,-89.9049,266112,G1701190,4A,G1701630,20.33767939
St. Johns,St. Johns,St. Johns County,12109,FL,Florida,29.9016,-81.4407,265724,G1201090,2A,G1201090,8.017229503
Washington,Washington,Washington County,27163,MN,Minnesota,45.0388,-92.8838,264818,G2701630,6A,G2701230,14.01541775
St. Tammany,St. Tammany,St. Tammany Parish,22103,LA,Louisiana,30.4102,-89.9583,262799,G2201030,2A,G2201030,10.52070406
Marin,Marin,Marin County,6041,CA,California,38.0735,-122.7235,262387,G0600410,3C,G0600410,13.1152951
Cherokee,Cherokee,Cherokee County,13057,GA,Georgia,34.244,-84.4763,262155,G1300570,3A,G1300570,5.878939969
Kalamazoo,Kalamazoo,Kalamazoo County,26077,MI,Michigan,42.2455,-85.5312,261280,G2600770,5A,G2600770,1.611600379
Weber,Weber,Weber County,49057,UT,Utah,41.2698,-111.9134,259390,G4900570,5B,G4900570,8.480897886
Harford,Harford,Harford County,24025,MD,Maryland,39.5611,-76.3171,259162,G2400250,4A,G2405100,26.67186895
St. Clair,St. Clair,St. Clair County,17163,IL,Illinois,38.4703,-89.9284,258597,G1701630,4A,G1701630,7.118297389
McLennan,McLennan,McLennan County,48309,TX,Texas,31.5524,-97.2018,258031,G4803090,2A,G4803090,4.562820656
Cumberland,Cumberland,Cumberland County,42041,PA,Pennsylvania,40.1636,-77.2655,257333,G4200410,4A,G4201330,28.97542846
Jefferson,Jefferson,Jefferson County,48245,TX,Texas,29.8841,-94.1629,256755,G4802450,2A,G4802450,11.09398989
Yakima,Yakima,Yakima County,53077,WA,Washington,46.4571,-120.7385,255151,G5300770,5B,G5300770,16.08980351
Clay,Clay,Clay County,29047,MO,Missouri,39.3105,-94.4209,250134,G2900470,4A,G2900470,7.826944401
Chesapeake,Chesapeake,Chesapeake City,51550,VA,Virginia,36.6778,-76.3024,247172,G5105500,4A,G5107100,16.92250759
Forsyth,Forsyth,Forsyth County,13117,GA,Georgia,34.2255,-84.1251,245754,G1301170,4A,G1301390,20.6631464
Washington,Washington,Washington County,5143,AR,Arkansas,35.9791,-94.2156,242793,G0501430,4A,G0501430,3.867422569
Williamson,Williamson,Williamson County,47187,TN,Tennessee,35.8938,-86.8987,242386,G4701870,4A,G4700370,21.28391437
Lafayette,Lafayette,Lafayette Parish,22055,LA,Louisiana,30.2068,-92.0639,241173,G2200550,2A,G2200550,5.25128162
Caddo,Caddo,Caddo Parish,22017,LA,Louisiana,32.5806,-93.8823,239775,G2200170,3A,G2200170,9.392843091
Warren,Warren,Warren County,39165,OH,Ohio,39.4277,-84.1668,239556,G3901650,5A,G3901130,11.8607326
Norfolk,Norfolk,Norfolk City,51710,VA,Virginia,36.8945,-76.259,238556,G5107100,4A,G5107100,3.598200808
Henry,Henry,Henry County,13151,GA,Georgia,33.453,-84.1542,236615,G1301510,3A,G1300630,23.36976317
Arlington,Arlington,Arlington County,51013,VA,Virginia,38.8786,-77.1011,235764,G5100130,4A,G5100130,5.087793636
Union,Union,Union County,37179,NC,North Carolina,34.9884,-80.5307,235699,G3701790,3A,G3701790,6.529215553
Saratoga,Saratoga,Saratoga County,36091,NY,New York,43.1074,-73.8639,235010,G3600910,5A,G3601130,23.86882373
Hays,Hays,Hays County,48209,TX,Texas,30.0579,-98.0312,234573,G4802090,2A,G4800550,16.3404154
Sussex,Sussex,Sussex County,10005,DE,Delaware,38.6606,-75.39,234045,G1000050,4A,G1000050,2.907960629
Yavapai,Yavapai,Yavapai County,4025,AZ,Arizona,34.5998,-112.5538,233789,G0400250,4B,G0400250,9.869555171
Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,G3900850,5A,G3900350,29.49719746
Oneida,Oneida,Oneida County,36065,NY,New York,43.2418,-75.4358,232034,G3600650,6A,G3600650,1.732336119
Smith,Smith,Smith County,48423,TX,Texas,32.375,-95.2692,231429,G4804230,3A,G4804230,9.367891061
Brazos,Brazos,Brazos County,48041,TX,Texas,30.6608,-96.3024,231095,G4800410,2A,G4800410,6.587590304
Hinds,Hinds,Hinds County,28049,MS,Mississippi,32.2667,-90.4428,230772,G2800490,3A,G2801210,25.35224683
Montgomery,Montgomery,Montgomery County,1101,AL,Alabama,32.2203,-86.2076,229072,G0101010,3A,G0101010,14.40440753
Mahoning,Mahoning,Mahoning County,39099,OH,Ohio,41.0146,-80.7763,229044,G3900990,5A,G3901550,19.01288542
Linn,Linn,Linn County,19113,IA,Iowa,42.079,-91.599,228567,G1901130,5A,G1901130,15.23000076
Barnstable,Barnstable,Barnstable County,25001,MA,Massachusetts,41.7244,-70.2904,227942,G2500010,5A,G2500010,4.287441483
Canyon,Canyon,Canyon County,16027,ID,Idaho,43.6251,-116.7093,227367,G1600270,5B,G1600270,5.094692516
Baldwin,Baldwin,Baldwin County,1003,AL,Alabama,30.7276,-87.7226,227131,G0100030,2A,G1200330,38.32979384
Gaston,Gaston,Gaston County,37071,NC,North Carolina,35.2944,-81.1803,226097,G3700710,3A,G3700710,6.943404336
Jefferson,Jefferson,Jefferson County,29099,MO,Missouri,38.2611,-90.5377,225913,G2900990,4A,G2901890,28.57975637
Richmond,Richmond,Richmond City,51760,VA,Virginia,37.5295,-77.4756,225676,G5107600,4A,G5100870,10.04908695
New Hanover,New Hanover,New Hanover County,37129,NC,North Carolina,34.2328,-77.8847,225175,G3701290,3A,G3700190,24.7951887
Berkeley,Berkeley,Berkeley County,45015,SC,South Carolina,33.1973,-79.9522,224806,G4500150,3A,G4500150,5.67557595
Whatcom,Whatcom,Whatcom County,53073,WA,Washington,48.8259,-121.7199,224533,G5300730,4C,G5300570,27.33549659
Tuscaloosa,Tuscaloosa,Tuscaloosa County,1125,AL,Alabama,33.2896,-87.5251,223945,G0101250,3A,G0101250,8.26675422
Jackson,Jackson,Jackson County,41029,OR,Oregon,42.4322,-122.7285,221662,G4100290,4C,G4100290,11.29725275
Cabarrus,Cabarrus,Cabarrus County,37025,NC,North Carolina,35.3868,-80.5519,221200,G3700250,3A,G3701790,25.87216217
Shelby,Shelby,Shelby County,1117,AL,Alabama,33.2643,-86.6607,220780,G0101170,3A,G0101170,10.27418992
Do̱a Ana,Dona Ana,Do̱a Ana County,35013,NM,New Mexico,32.3526,-106.8328,218157,G3500130,3B,G3500130,7.55598031
Butte,Butte,Butte County,6007,CA,California,39.6669,-121.6007,217884,G0600070,3B,G0600070,12.76975168
Yolo,Yolo,Yolo County,6113,CA,California,38.6866,-121.9016,216703,G0601130,3B,G0600950,21.48091745
Clay,Clay,Clay County,12019,FL,Florida,29.9831,-81.8579,216308,G1200190,2A,G1200310,16.36454745
Montgomery,Montgomery,Montgomery County,47125,TN,Tennessee,36.4969,-87.3828,216172,G4701250,4A,G4701250,8.930858893
Lackawanna,Lackawanna,Lackawanna County,42069,PA,Pennsylvania,41.4367,-75.6092,215529,G4200690,5A,G4200790,11.172968
Niagara,Niagara,Niagara County,36063,NY,New York,43.2001,-78.7452,212808,G3600630,5A,G3600290,18.00586088
Calcasieu,Calcasieu,Calcasieu Parish,22019,LA,Louisiana,30.2293,-93.3581,212646,G2200190,2A,G4803610,32.57898266
Johnston,Johnston,Johnston County,37101,NC,North Carolina,35.5178,-78.3657,211320,G3701010,3A,G3701010,2.323787836
Mohave,Mohave,Mohave County,4015,AZ,Arizona,35.7041,-113.7579,211274,G0400150,3B,G0400150,32.59760232
Delaware,Delaware,Delaware County,39041,OH,Ohio,40.2784,-83.0049,211121,G3900410,5A,G3901010,23.70601658
York,York,York County,23031,ME,Maine,43.4782,-70.7144,210486,G2300310,6A,G2300310,5.499830352
Okaloosa,Okaloosa,Okaloosa County,12091,FL,Florida,30.6913,-86.5917,209230,G1200910,2A,G1200910,5.544352683
Washington,Washington,Washington County,42125,PA,Pennsylvania,40.1894,-80.2483,209090,G4201250,5A,G4201250,4.580245058
Clermont,Clermont,Clermont County,39025,OH,Ohio,39.0476,-84.1517,207650,G3900250,4A,G3900610,18.8813632
Harrison,Harrison,Harrison County,28047,MS,Mississippi,30.5122,-89.1161,207382,G2800470,2A,G2800470,7.94819713
Champaign,Champaign,Champaign County,17019,IL,Illinois,40.1401,-88.1992,206583,G1700190,5A,G1700190,8.767428151
Elkhart,Elkhart,Elkhart County,18039,IN,Indiana,41.5974,-85.8587,206314,G1800390,5A,G1800390,6.874366041
Richmond,Richmond,Richmond County,13245,GA,Georgia,33.3596,-82.0736,205772,G1302450,3A,G1302450,7.412172968
Benton,Benton,Benton County,53005,WA,Washington,46.2398,-119.5112,204551,G5300050,5B,G5300050,23.4281972
Muscogee,Muscogee,Muscogee County,13215,GA,Georgia,32.51,-84.8771,204366,G1302150,3A,G1302150,4.508106893
Yuma,Yuma,Yuma County,4027,AZ,Arizona,32.7695,-113.9056,202944,G0400270,2B,G0400270,48.73586172
Anderson,Anderson,Anderson County,45007,SC,South Carolina,34.5193,-82.6378,202223,G4500070,3A,G4500070,4.744111929
Trumbull,Trumbull,Trumbull County,39155,OH,Ohio,41.3172,-80.7611,202199,G3901550,5A,G3901550,7.408404564
Hall,Hall,Hall County,13139,GA,Georgia,34.3169,-83.8197,201703,G1301390,4A,G1301390,3.186283119
Onslow,Onslow,Onslow County,37133,NC,North Carolina,34.7321,-77.4321,201597,G3701330,3A,G3701330,1.754208495
Hawaii,Hawaii,Hawaii County,15001,HI,Hawaii,19.5985,-155.5185,200468,G1500010,1A,G1500090,109.8632733
St. Louis,St. Louis,St. Louis County,27137,MN,Minnesota,47.6031,-92.4707,200311,G2701370,7,G2701370,12.53096803
Broome,Broome,Broome County,36007,NY,New York,42.1602,-75.8196,198591,G3600070,6A,G3600070,11.97942074
Racine,Racine,Racine County,55101,WI,Wisconsin,42.7475,-88.0613,197379,G5501010,6A,G5500590,13.56441987
Sangamon,Sangamon,Sangamon County,17167,IL,Illinois,39.7582,-89.6589,196759,G1701670,5A,G1701670,6.37221248
Deschutes,Deschutes,Deschutes County,41017,OR,Oregon,43.915,-121.2281,194964,G4100170,5B,G4100170,12.60092755
Minnehaha,Minnehaha,Minnehaha County,46099,SD,South Dakota,43.6742,-96.7915,194884,G4600990,6A,G4600990,7.462744243
Livingston,Livingston,Livingston County,26093,MI,Michigan,42.6029,-83.9115,193234,G2600930,5A,G2600930,5.329688027
Sumner,Sumner,Sumner County,47165,TN,Tennessee,36.4694,-86.4604,193036,G4701650,4A,G4700370,28.93794987
Butler,Butler,Butler County,42019,PA,Pennsylvania,40.912,-79.9133,192561,G4200190,5A,G4200190,9.676489352
Hernando,Hernando,Hernando County,12053,FL,Florida,28.5535,-82.4245,192128,G1200530,2A,G1200530,5.865175142
El Dorado,El Dorado,El Dorado County,6017,CA,California,38.7787,-120.5247,190568,G0600170,4B,G0600610,36.77201838
Saginaw,Saginaw,Saginaw County,26145,MI,Michigan,43.335,-84.0532,190540,G2601450,5A,G2601450,13.82002697
Outagamie,Outagamie,Outagamie County,55087,WI,Wisconsin,44.4161,-88.4649,189620,G5500870,6A,G5500870,12.04061571
Sarpy,Sarpy,Sarpy County,31153,NE,Nebraska,41.1129,-96.112,188464,G3101530,5A,G3100550,5.747810795
Ellis,Ellis,Ellis County,48139,TX,Texas,32.3484,-96.7947,187984,G4801390,3A,G4802170,27.77849602
Beaufort,Beaufort,Beaufort County,45013,SC,South Carolina,32.3855,-80.7302,186007,G4500130,3A,G4500130,6.805344427
Tippecanoe,Tippecanoe,Tippecanoe County,18157,IN,Indiana,40.3886,-86.8941,185961,G1801570,5A,G1801570,3.379993563
Litchfield,Litchfield,Litchfield County,9005,CT,Connecticut,41.7925,-73.2453,185175,G0900050,5A,G0900090,22.98693334
Newport News,Newport News,Newport News City,51700,VA,Virginia,37.1051,-76.5185,185069,G5107000,4A,G5107000,2.563732327
Charlotte,Charlotte,Charlotte County,12015,FL,Florida,26.9055,-81.9123,184837,G1200150,2A,G1200150,5.50128284
Santa Rosa,Santa Rosa,Santa Rosa County,12113,FL,Florida,30.7004,-87.0219,184345,G1201130,2A,G1200330,18.7109037
Iredell,Iredell,Iredell County,37097,NC,North Carolina,35.8071,-80.8734,183965,G3700970,4A,G3700970,6.474219963
DeSoto,DeSoto,DeSoto County,28033,MS,Mississippi,34.8753,-89.9912,183220,G2800330,3A,G4701570,12.50192448
Cass,Cass,Cass County,38017,ND,North Dakota,46.933,-97.248,182992,G3800170,7,G3800170,31.07094687
Peoria,Peoria,Peoria County,17143,IL,Illinois,40.788,-89.76,182439,G1701430,5A,G1701430,9.927210396
Boone,Boone,Boone County,29019,MO,Missouri,38.9906,-92.3097,182170,G2900190,4A,G2900190,13.64303494
Kanawha,Kanawha,Kanawha County,54039,WV,West Virginia,38.3366,-81.5281,181953,G5400390,4A,G5400390,5.189569555
Shasta,Shasta,Shasta County,6089,CA,California,40.7637,-122.0405,181935,G0600890,3B,G0600890,25.58987534
Ulster,Ulster,Ulster County,36111,NY,New York,41.8881,-74.2586,181862,G3601110,5A,G3600710,26.22509702
Medina,Medina,Medina County,39103,OH,Ohio,41.1176,-81.8997,181448,G3901030,5A,G3901690,16.94113486
Bay,Bay,Bay County,12005,FL,Florida,30.2652,-85.6203,181384,G1200050,2A,G1200050,5.687533001
Kent,Kent,Kent County,10001,DE,Delaware,39.086,-75.5686,180078,G1000010,4A,G1000050,31.05155237
Imperial,Imperial,Imperial County,6025,CA,California,33.0395,-115.3653,180051,G0600250,2B,G0600250,20.5064644
Vanderburgh,Vanderburgh,Vanderburgh County,18163,IN,Indiana,38.0249,-87.5859,179695,G1801630,4A,G1801630,4.029328901
Shawnee,Shawnee,Shawnee County,20177,KS,Kansas,39.0415,-95.7565,179053,G2001770,4A,G2001770,8.967019248
Licking,Licking,Licking County,39089,OH,Ohio,40.0916,-82.4831,177454,G3900890,5A,G3900890,4.944366043
Johnson,Johnson,Johnson County,48251,TX,Texas,32.379,-97.3665,177022,G4802510,3A,G4802510,4.978731594
Washington,Washington,Washington County,49053,UT,Utah,37.2804,-113.5048,176533,G4900530,3B,G4900210,41.0632228
Muskegon,Muskegon,Muskegon County,26121,MI,Michigan,43.2912,-86.152,175633,G2601210,5A,G2601210,10.960735
Scott,Scott,Scott County,19163,IA,Iowa,41.6371,-90.6232,174170,G1901630,5A,G1901630,3.378418535
Porter,Porter,Porter County,18127,IN,Indiana,41.4603,-87.0672,172353,G1801270,5A,G1801490,29.04745233
Lee,Lee,Lee County,1081,AL,Alabama,32.6011,-85.3555,172223,G0100810,3A,G0100810,5.458644444
Carroll,Carroll,Carroll County,24013,MD,Maryland,39.5629,-77.0225,172148,G2400130,4A,G2400130,3.276710135
Hendricks,Hendricks,Hendricks County,18063,IN,Indiana,39.7695,-86.51,172100,G1800630,5A,G1800970,15.2915102
McLean,McLean,McLean County,17113,IL,Illinois,40.4909,-88.8473,171455,G1701130,5A,G1701130,5.096515621
Winnebago,Winnebago,Winnebago County,55139,WI,Wisconsin,44.0689,-88.6446,171304,G5501390,6A,G5501390,8.437790419
Pitt,Pitt,Pitt County,37147,NC,North Carolina,35.5933,-77.3745,170600,G3701470,3A,G3701470,2.808179333
Guadalupe,Guadalupe,Guadalupe County,48187,TX,Texas,29.5831,-97.9486,169477,G4801870,2A,G4801870,11.00991385
Kent,Kent,Kent County,44003,RI,Rhode Island,41.6722,-71.593,169345,G4400030,5A,G4400090,13.03900673
Alamance,Alamance,Alamance County,37001,NC,North Carolina,36.0437,-79.3994,169185,G3700010,4A,G3700010,5.372241218
Kenosha,Kenosha,Kenosha County,55059,WI,Wisconsin,42.5769,-88.0424,168743,G5500590,6A,G5500590,7.328797483
Wyandotte,Wyandotte,Wyandotte County,20209,KS,Kansas,39.1146,-94.7646,168333,G2002090,4A,G2900470,11.60090483
Kootenai,Kootenai,Kootenai County,16055,ID,Idaho,47.6744,-116.7018,168317,G1600550,5B,G1600550,10.22316609
Kenton,Kenton,Kenton County,21117,KY,Kentucky,38.9334,-84.5333,168264,G2101170,4A,G2100150,12.25267801
Beaver,Beaver,Beaver County,42007,PA,Pennsylvania,40.6823,-80.3493,168260,G4200070,5A,G4200030,16.54726177
Monroe,Monroe,Monroe County,42089,PA,Pennsylvania,41.0581,-75.3395,168128,G4200890,5A,G4200890,6.227009912
Aiken,Aiken,Aiken County,45003,SC,South Carolina,33.5443,-81.6347,168045,G4500030,3A,G4500030,8.034197493
Davidson,Davidson,Davidson County,37057,NC,North Carolina,35.7933,-80.2128,168002,G3700570,3A,G3700570,6.365178444
Chittenden,Chittenden,Chittenden County,50007,VT,Vermont,44.4611,-73.0813,167523,G5000070,6A,G5000070,4.767392666
Pueblo,Pueblo,Pueblo County,8101,CO,Colorado,38.1735,-104.5127,167453,G0801010,5B,G0801010,7.64727433
Greene,Greene,Greene County,39057,OH,Ohio,39.6915,-83.8899,167043,G3900570,5A,G3900230,10.54884687
Midland,Midland,Midland County,48329,TX,Texas,31.8691,-102.0316,166964,G4803290,3B,G4803290,12.02505008
Paulding,Paulding,Paulding County,13223,GA,Georgia,33.9205,-84.8673,165688,G1302230,3A,G1300150,14.0634756
Charles,Charles,Charles County,24017,MD,Maryland,38.5073,-76.9922,165209,G2400170,4A,G5100590,19.60974787
Maui,Maui,Maui County,15009,HI,Hawaii,20.8596,-156.5649,164568,G1500090,1A,G1500090,9.806407759
Middlesex,Middlesex,Middlesex County,9007,CT,Connecticut,41.4632,-72.5351,164568,G0900070,5A,G0900070,5.836126033
Yellowstone,Yellowstone,Yellowstone County,30111,MT,Montana,45.9373,-108.2744,163593,G3001110,6B,G3001110,20.58678461
Rock,Rock,Rock County,55105,WI,Wisconsin,42.6712,-89.0716,163522,G5501050,6A,G1702010,32.65082182
Portage,Portage,Portage County,39133,OH,Ohio,41.1677,-81.1974,161897,G3901330,5A,G3901330,4.777284595
Hampshire,Hampshire,Hampshire County,25015,MA,Massachusetts,42.3402,-72.6638,161810,G2500150,5A,G2500130,13.24667837
Ector,Ector,Ector County,48135,TX,Texas,31.8692,-102.5429,161258,G4801350,3B,G4801350,11.36284789
Houston,Houston,Houston County,13153,GA,Georgia,32.459,-83.6662,161177,G1301530,3A,G1301530,12.87674055
Rensselaer,Rensselaer,Rensselaer County,36083,NY,New York,42.7111,-73.5097,161125,G3600830,5A,G3600010,20.25876374
Olmsted,Olmsted,Olmsted County,27109,MN,Minnesota,44.0038,-92.4018,160928,G2701090,6A,G2700450,27.31836248
Jackson,Jackson,Jackson County,26075,MI,Michigan,42.2485,-84.4234,160765,G2600750,5A,G2600750,2.843970306
Ouachita,Ouachita,Ouachita Parish,22073,LA,Louisiana,32.4784,-92.1549,160227,G2200730,3A,G2200730,8.296331728
Dorchester,Dorchester,Dorchester County,45035,SC,South Carolina,33.0793,-80.4067,160180,G4500350,3A,G4500350,8.904340174
St. Clair,St. Clair,St. Clair County,26147,MI,Michigan,42.9341,-82.6806,160067,G2601470,5A,G2600990,25.39946755
Catawba,Catawba,Catawba County,37035,NC,North Carolina,35.662,-81.2151,159852,G3700350,4A,G3701090,12.93408339
